count	player_id	name	author	released	reference
3	Jason_Page/Jay	Jays Music Routine	Jason Page (Jay)	1988	https://csdb.dk/release/?id=43956
3	Music_Works			1991 Simulmondo	https://csdb.dk/release/?id=92082
3	Sanyo_Digi		Stephane Martel (Sanyo)		
3	Scout_Digi				
3	Silpheed_tiny				
3	Tom_Snyder				
3	StreetTuff_4K				
3	StreetTuff_Digi				
3	Roger_Svensson				
3	TIC/Artworx				
3	Microtracker		Matthias Hartung (The Syndrom)		https://codebase64.org/doku.php?id=base:microtracker_v1.0
3	Frederic_Thiesse				
3	Trasher_Digi		Preben Vindholmen (Trasher)		
3	Robert_Westgate_v2		Robert Westgate		
3	Robert_Westgate_v1		Robert Westgate		
3	Wyndex/ISEQ		Stephen L. Judd (Wyndex)	2001	https://csdb.dk/release/?id=113028
3	Yip_Digi				
3	Zirias		Felix Palmen (Zirias)		
2	Ed/Wrath_Digi		Eddie Svärd (Ed)		
2	Champ_Digi				
2	?Commodore				
2	Emmanuel_Lavall				
2	Busic/Frank_Inklaar				
2	256bytes/Frantic				
2	?Unknown_Digi_2				
2	?Unknown_Digi_3				
2	Andy_Wilson				
2	Hane_MusicMaker				
2	?Steve_Kellet				
2	?American_Greetings				
2	?Dataapan				
2	Oliver_Klaewer/Woogle				
2	256bytes/LFT				
2	Synthicat				
2	?Unknown_7				
2	?Digital_Integration				
2	?Andrew_Colin/Talent				
2	Kurt_Heiden				
2	?Pal_Balog				
2	?Macsen				
2	Marcin_Grzegorzewski				
2	Zoltan_Mohos				
2	?Jeff_Schneider				
2	?Edge				
2	?Andrew_Pohl				
2	Maurizio_Feletto				
2	Ray_Rideout				
2	?Ice_Software				
2	B_Robinson				
2	?Ahead_Designs				
2	Tim_Gibson				
2	?Jim_Andron				
2	M_J				
2	Achim_Schulz				
2	Colin_Porch				
2	Synthesizer64	Synthesizer 64	Werner Kracht		https://csdb.dk/release/?id=86037
2	?MindSpan				
2	?Konami				
2	Chris_Hochberger				
2	Americana				
2	Sequencer	Sequencer	Thomas Krätzig	1985 64'er/Markt & Technik	https://csdb.dk/release/?id=129802
2	Andy_Morton				
2	?Virgin				
2	?US_Gold_90				
2	Randy_Glover				
2	John_Darnell				
2	Berkeley				
2	Johannes_Goettker		Johannes Göttker		
2	Roy_Glover				
2	Microillusions				
2	Oliver_Buettner				
2	English_Software				
2	Olivier_Barthelemy				
2	?Robert_Hardy				
2	Alberto_Geneletti				
2	Jeff_Minter				
2	Steven_Green				
2	?Gamestar				
2	Daglish/?Jeff_Calder				
2	4-Mat/1k_Play				
2	4-Mat/MiniSeq				
2	4-Mat_tiny_3				
2	KB/SDS		Tammo Hinrichs (kb) of Smash Designs (SDS)		
2	Abaddon_Digi		Timo Taipalus (Abaddon)		
2	AnnoyedArt1256_Digi				
2	(Audial_Arts_Digi)				
2	Sarah_Jane_Avory				
2	ProDrum_2/Antifan		Christian Grün (Antifan)		https://csdb.dk/release/?id=74041
2	Mega_Player	Mega Player	Dirk Bialluch		https://wayback.archive.org/web/lightstorm3d.com/portfolio/html_en/mega_player.htm
2	GRG_tiny_3		Glenn Rune Gallefoss (GRG)		
2	Cadaver_Musicdriver_7				
2	Odie/Pulse		Sean Connolly (Odie)		
2	(EMS_V10.x)		Sean Connolly (Odie)		
2	Krill_tiny				
2	Bacco_Digi				
2	Tommy_Dunbar				
2	Ed/Wrath_Digi_2				
2	256bytes/Laxity				
2	Input64				
2	Gregor_Larson		Gregor Larson		
2	Rule3_Digi_2		Marcin Jedrusik (Helios)		
2	?Paul_Higginbottom				
2	Christian_Hikl				
2	Eweguo		Karl Hörnell		
2	Jeff/FLT		Søren Lund (Jeff)		https://csdb.dk/release/?id=17292
2	Jeff/BullSID3				
2	Jer_Digi				
2	256bytes/ALiH				
2	Algorithm/8bitDigi		Naveed Khugiani (Algorithm)		
2	AlgoVQTracker_V1		Naveed Khugiani (Algorithm)		
2	Thomas_Levine				
2	?Action_Graphics				
2	Longhair		Milosz Ignatowski (Longhair)		
2	Dutch-USA_Team/86				
2	Magic_Man/Crazy		Stephan Schloepke		
2	Magnar/Unrolled				
2	Censor_8bit_Digi_1		Fredrik Ternell (Swallow)		
2	Mindcooler				
2	Mindcooler_2				
2	Prosonix_tiny				
2	Proton_tiny				
2	Musicodec	Musicodec	Fabian Rosenschein		
2	Nick_Scarim				
2	E_Determann				
2	Mr_Watson_Digi				
2	Nutt67_Digi		Ben Hayes (Nutt'67)		
2	Dave_Spicer_V1				
2	Carmine_TSM				
2	Peter_Thierolf				
2	256bytes/Ice00				
2	?Tork/Pulsar				
2	Mark_Trotter				
2	Visac_Sequencer				
2	Chris_Walsh				
2	Silas_Warner_Digi				
2	Silas_Warner		Silas S. Warner		
2	Mr_Wedge				
2	Martin_Wheeler				
2	X-Byte				
2	Ola_Zandelin				
2	Zeta_Digi				
2	Zmolk				
1	128bytes_tiny				
1	DefleMask_v1		Leonardo Demartino (Delek)	2013	
1	(Kris_Hatlelid_Digi)				
1	Censored_Editor		Kenneth Mutka (Slaygon)	1990 Censor Design	https://csdb.dk/release/?id=91724
1	Loadstar_SongSmith_v2				
1	Georg_Brandt_Digi				
1	?Programming_Partners	The Programming Partnership			
1	?Activision_1				
1	(Frank_Tout_V2)				
1	Tamas_Revbiro				
1	Johnny_Klonaris				
1	?Summergames/Epyx				
1	256bytes/Agemixer				
1	Soft_Tune_Composer		Melih Küçükçalik	1989	https://csdb.dk/release/?id=101769
1	Pretzel/C64Composer	C64 Composer	Fredrik Blom (Coq Rouge)	1989 Pretzel Logic	https://csdb.dk/release/?id=27453
1	GoatTracker_V2/Mini		Lasse Öörni (Cadaver)	2018 Covert Bitops	
1	GoatTracker_V2/Mini2		Lasse Öörni (Cadaver)	2021 Covert Bitops	
1	Conrad/Samar		Owen Crowley (Conrad)		
1	SoftwareAutomaticMouth			1983 Don't Ask Computer Software	https://csdb.dk/release/?id=42843
1	Daglish/Gremlin_SFX				
1	SidStep2				
1	256bytes/AEB				
1	Geir_Tjelta/MacroPlay1	Macro Player	Geir Tjelta	2009	https://csdb.dk/release/?id=76493
1	TheTracker/Hitmen		Groepaz	1998 Hitmen	https://csdb.dk/release/?id=3385
1	Crunched:PUCrunch				
1	Kawasaki_Rhythm_Rocker				
1	Censor_8bit_Digi_2		Fredrik Ternell (Swallow)		
1	Mat/MDA_Digi		Matthias Hillebrand of Modern Arts		
1	Rayden_Digi_V2		Patrick Zeh (Rayden)		
1	Daryll_Reynolds_Digi				
1	(XTracker_V4.2x)				
1	Dave_Spicer_V15				
1	256bytes/Tape				
1	Geir_Tjelta/MacroPlay2	Macro Player	Geir Tjelta	2009	
1	(Rob_Hubbard_Digi)		Rob Hubbard		
1	DrumStudio	Drum Studio	Mark Wilson	1990 Players Software	https://csdb.dk/release/?id=59864
1	WizPlayer_1.0		Piotr Kuciapski (Wizard)		
1	256bytes/Wyndex				
